"Municipality" "Cases" "Population" "Year"
"3534" "Habo" 0 10741 2010
"3535" "Hagfors" 0 12480 2010
"3536" "Hallsberg" 0 15275 2010
"3537" "Hallstahammar" 0 15175 2010
"3538" "Halmstad" 5 91800 2010
"3539" "Hammarö" 0 14926 2010
"3540" "Haninge" 1 77054 2010
"3541" "Haparanda" 0 10059 2010
"3542" "Heby" 0 13382 2010
"3543" "Hedemora" 0 15164 2010
"3544" "Helsingborg" 19 129177 2010
"3545" "Herrljunga" 0 9314 2010
"3546" "Hjo" 0 8841 2010
"3547" "Hofors" 0 9741 2010
"3548" "Huddinge" 0 97453 2010
"3549" "Hudiksvall" 1 36849 2010
"3550" "Hultsfred" 0 13696 2010
"3551" "Hylte" 0 10177 2010
"3552" "Håbo" 1 19629 2010
"3553" "Hällefors" 0 7220 2010
"3554" "Härjedalen" 0 10454 2010
"3555" "Härnösand" 1 24611 2010
"3556" "Härryda" 0 34463 2010
"3557" "Hässleholm" 1 50107 2010
"3558" "Höganäs" 1 24637 2010
"3559" "Högsby" 0 5777 2010
"3560" "Hörby" 0 14840 2010
"3561" "Höör" 0 15460 2010
"3562" "Jokkmokk" 0 5170 2010
"3563" "Järfälla" 0 66211 2010
"3564" "Jönköping" 3 127382 2010
"3565" "Kalix" 0 16740 2010
"3566" "Kalmar" 0 62815 2010
"3567" "Karlsborg" 0 6752 2010
"3568" "Karlshamn" 0 31143 2010
"3569" "Karlskoga" 0 29668 2010
"3570" "Karlskrona" 1 64032 2010
"3571" "Karlstad" 2 85753 2010
"3572" "Katrineholm" 1 32428 2010
"3573" "Kil" 1 11706 2010
"3574" "Kinda" 1 9762 2010
"3575" "Kiruna" 0 22944 2010
"3576" "Klippan" 0 16515 2010
"3577" "Knivsta" 0 14724 2010
"3578" "Kramfors" 0 18911 2010
"3579" "Kristianstad" 0 79543 2010
"3580" "Kristinehamn" 0 23808 2010
"3581" "Krokom" 0 14535 2010
"3582" "Kumla" 0 20456 2010
"3583" "Kungsbacka" 0 75025 2010
"3584" "Kungsör" 0 8089 2010
"3585" "Kungälv" 0 41241 2010
"3586" "Kävlinge" 0 29013 2010
"3587" "Köping" 0 24905 2010
"3588" "Laholm" 1 23390 2010
"3589" "Landskrona" 6 41724 2010
"3590" "Laxå" 0 5686 2010
"3591" "Lekeberg" 0 7134 2010
"3592" "Leksand" 0 15289 2010
"3593" "Lerum" 1 38580 2010
"3594" "Lessebo" 0 8139 2010
"3595" "Lidingö" 1 44017 2010
"3596" "Lidköping" 0 38048 2010
"3597" "Lilla Edet" 0 12578 2010
"3598" "Lindesberg" 0 23034 2010
"3599" "Linköping" 1 146416 2010
"3600" "Ljungby" 0 27297 2010
"3601" "Ljusdal" 0 19065 2010
"3602" "Ljusnarsberg" 0 4931 2010
"3603" "Lomma" 0 21559 2010
"3604" "Ludvika" 0 25810 2010
"3605" "Luleå" 3 74178 2010
"3606" "Lund" 5 110488 2010
"3607" "Lycksele" 0 12376 2010
"3608" "Lysekil" 0 14521 2010
"3609" "Malmö" 7 298963 2010
"3610" "Malung-Sälen" 0 10356 2010
"3611" "Malå" 0 3274 2010
"3612" "Mariestad" 0 23741 2010
"3613" "Mark" 0 33845 2010
"3614" "Markaryd" 0 9619 2010
"3615" "Mellerud" 0 9179 2010
"3616" "Mjölby" 0 25856 2010
"3617" "Mora" 0 20153 2010
"3618" "Motala" 3 41955 2010
"3619" "Mullsjö" 0 7033 2010
"3620" "Munkedal" 0 10181 2010
"3621" "Munkfors" 0 3771 2010
"3622" "Mölndal" 0 60973 2010
"3623" "Mönsterås" 0 12909 2010
"3624" "Mörbylånga" 0 14021 2010
"3625" "Nacka" 0 90108 2010
"3626" "Nora" 1 10447 2010
"3627" "Norberg" 0 5723 2010
"3628" "Nordanstig" 1 9611 2010
"3629" "Nordmaling" 0 7098 2010
"3630" "Norrköping" 6 130050 2010
"3631" "Norrtälje" 0 56080 2010
"3632" "Norsjö" 0 4304 2010
"3633" "Nybro" 0 19651 2010
"3634" "Nykvarn" 0 9331 2010
"3635" "Nyköping" 1 51644 2010
"3636" "Nynäshamn" 0 26032 2010
"3637" "Nässjö" 0 29339 2010
"3638" "Ockelbo" 0 5936 2010
"3639" "Olofström" 0 12988 2010
"3640" "Orsa" 0 6922 2010
"3641" "Orust" 0 15221 2010
"3642" "Osby" 0 12724 2010
"3643" "Oskarshamn" 0 26163 2010
"3644" "Ovanåker" 0 11440 2010
"3645" "Oxelösund" 0 11193 2010
"3646" "Pajala" 0 6282 2010
"3647" "Partille" 1 35084 2010
"3648" "Perstorp" 0 7061 2010
"3649" "Piteå" 0 40892 2010
"3650" "Ragunda" 0 5590 2010
"3651" "Robertsfors" 0 6831 2010
"3652" "Ronneby" 0 28254 2010
"3653" "Rättvik" 0 10811 2010
"3654" "Sala" 0 21535 2010
"3655" "Salem" 0 15391 2010
"3656" "Sandviken" 0 36916 2010
"3657" "Sigtuna" 3 39990 2010
"3658" "Simrishamn" 1 19297 2010
"3659" "Sjöbo" 0 18112 2010
"3660" "Skara" 0 18314 2010
"3661" "Skellefteå" 1 71641 2010
"3662" "Skinnskatteberg" 1 4445 2010
"3663" "Skurup" 0 14981 2010
"3664" "Skövde" 0 51402 2010
"3665" "Smedjebacken" 0 10715 2010
"3666" "Sollefteå" 0 20255 2010
"3667" "Sollentuna" 0 64630 2010
"3668" "Solna" 1 68144 2010
"3669" "Sorsele" 0 2736 2010
"3670" "Sotenäs" 0 9052 2010
"3671" "Staffanstorp" 0 22259 2010
"3672" "Stenungsund" 0 24292 2010
"3673" "Stockholm" 5 847073 2010
"3674" "Storfors" 0 4273 2010
"3675" "Storuman" 0 6120 2010
"3676" "Strängnäs" 1 32419 2010
"3677" "Strömstad" 1 11808 2010
"3678" "Strömsund" 0 12185 2010
"3679" "Sundbyberg" 0 38633 2010
"3680" "Sundsvall" 1 95732 2010
"3681" "Sunne" 0 13255 2010
"3682" "Surahammar" 0 9949 2010
"3683" "Svalöv" 1 13242 2010
"3684" "Svedala" 0 19822 2010
"3685" "Svenljunga" 2 10288 2010
"3686" "Säffle" 0 15547 2010
"3687" "Säter" 0 10840 2010
"3688" "Sävsjö" 1 10830 2010
"3689" "Söderhamn" 0 25647 2010
"3690" "Söderköping" 0 14024 2010
"3691" "Södertälje" 0 86246 2010
"3692" "Sölvesborg" 0 16810 2010
"3693" "Tanum" 0 12370 2010
"3694" "Tibro" 0 10560 2010
"3695" "Tidaholm" 0 12572 2010
"3696" "Tierp" 0 20125 2010
"3697" "Timrå" 0 17990 2010
"3698" "Tingsryd" 0 12231 2010
"3699" "Tjörn" 0 14955 2010
"3700" "Tomelilla" 0 12914 2010
"3701" "Torsby" 0 12414 2010
"3702" "Torsås" 0 6962 2010
"3703" "Tranemo" 1 11587 2010
"3704" "Tranås" 0 18119 2010
"3705" "Trelleborg" 0 42219 2010
"3706" "Trollhättan" 2 55248 2010
"3707" "Trosa" 0 11462 2010
"3708" "Tyresö" 0 42947 2010
"3709" "Täby" 0 63789 2010
"3710" "Töreboda" 0 9113 2010
"3711" "Uddevalla" 1 51868 2010
"3712" "Ulricehamn" 1 22838 2010
"3713" "Umeå" 1 115473 2010
"3714" "Upplands-Bro" 0 23676 2010
"3715" "Upplands Väsby" 1 39289 2010
"3716" "Uppsala" 7 197787 2010
"3717" "Uppvidinge" 0 9244 2010
"3718" "Vadstena" 0 7391 2010
"3719" "Vaggeryd" 1 12991 2010
"3720" "Valdemarsvik" 0 7760 2010
"3721" "Vallentuna" 0 30114 2010
"3722" "Vansbro" 1 6805 2010
"3723" "Vara" 1 15762 2010
"3724" "Varberg" 1 58084 2010
"3725" "Vaxholm" 0 10965 2010
"3726" "Vellinge" 0 33303 2010
"3727" "Vetlanda" 0 26304 2010
"3728" "Vilhelmina" 0 7135 2010
"3729" "Vimmerby" 0 15473 2010
"3730" "Vindeln" 0 5507 2010
"3731" "Vingåker" 0 8893 2010
"3732" "Vårgårda" 0 10943 2010
"3733" "Vänersborg" 0 36857 2010
"3734" "Vännäs" 0 8414 2010
"3735" "Värmdö" 0 38301 2010
"3736" "Värnamo" 0 32833 2010
"3737" "Västervik" 1 36206 2010
"3738" "Västerås" 5 137207 2010
"3739" "Växjö" 4 83005 2010
"3740" "Ydre" 0 3672 2010
"3741" "Ystad" 0 28338 2010
"3742" "Åmål" 0 12295 2010
"3743" "Ånge" 0 10053 2010
"3744" "Åre" 0 10274 2010
"3745" "Årjäng" 0 9855 2010
"3746" "Åsele" 0 3039 2010
"3747" "Åstorp" 0 14737 2010
"3748" "Åtvidaberg" 0 11504 2010
"3749" "Älmhult" 0 15603 2010
"3750" "Älvdalen" 0 7207 2010
"3751" "Älvkarleby" 0 9103 2010
"3752" "Älvsbyn" 0 8335 2010
"3753" "Ängelholm" 2 39394 2010
"3754" "Öckerö" 0 12449 2010
"3755" "Ödeshög" 0 5284 2010
"3756" "Örebro" 5 135460 2010
"3757" "Örkelljunga" 0 9631 2010
"3758" "Örnsköldsvik" 0 55073 2010
"3759" "Östersund" 1 59416 2010
"3760" "Österåker" 0 39521 2010
"3761" "Östhammar" 1 21373 2010
"3762" "Östra Göinge" 0 13590 2010
"3763" "Överkalix" 0 3611 2010
"3764" "Övertorneå" 0 4812 2010
"3765" "Ale" 1 27577 2011
"3766" "Alingsås" 0 38053 2011
"3767" "Alvesta" 0 18917 2011
"3768" "Aneby" 0 6415 2011
"3769" "Arboga" 0 13302 2011
"3770" "Arjeplog" 0 3114 2011
"3771" "Arvidsjaur" 0 6494 2011
"3772" "Arvika" 1 25907 2011
"3773" "Askersund" 0 11134 2011
"3774" "Avesta" 0 21486 2011
"3775" "Bengtsfors" 0 9680 2011
"3776" "Berg" 0 7345 2011
"3777" "Bjurholm" 0 2431 2011
"3778" "Bjuv" 0 14851 2011
"3779" "Boden" 2 27643 2011
"3780" "Bollebygd" 0 8356 2011
"3781" "Bollnäs" 0 26193 2011
"3782" "Borgholm" 0 10622 2011
"3783" "Borlänge" 0 49323 2011
"3784" "Borås" 2 104106 2011
"3785" "Botkyrka" 1 84677 2011
"3786" "Boxholm" 0 5205 2011
"3787" "Bromölla" 0 12366 2011
"3788" "Bräcke" 0 6750 2011
"3789" "Burlöv" 1 16843 2011
"3790" "Båstad" 0 14230 2011
"3791" "Dals-Ed" 0 4679 2011
"3792" "Danderyd" 0 31799 2011
"3793" "Degerfors" 0 9551 2011
"3794" "Dorotea" 0 2862 2011
"3795" "Eda" 0 8460 2011
"3796" "Ekerö" 0 25767 2011
"3797" "Eksjö" 0 16304 2011
"3798" "Emmaboda" 0 9039 2011
"3799" "Enköping" 2 40015 2011
"3800" "Eskilstuna" 5 97596 2011
"3801" "Eslöv" 0 31728 2011
"3802" "Essunga" 0 5493 2011
"3803" "Fagersta" 0 12553 2011
"3804" "Falkenberg" 2 41304 2011
"3805" "Falköping" 1 31689 2011
"3806" "Falun" 0 56124 2011
"3807" "Filipstad" 1 10514 2011
"3808" "Finspång" 1 20763 2011
"3809" "Flen" 0 16063 2011
"3810" "Forshaga" 0 11229 2011
"3811" "Färgelanda" 0 6606 2011
"3812" "Gagnef" 0 10069 2011
"3813" "Gislaved" 0 28868 2011
"3814" "Gnesta" 0 10345 2011
"3815" "Gnosjö" 0 9400 2011
"3816" "Gotland" 0 57308 2011
"3817" "Grums" 0 9017 2011
"3818" "Grästorp" 0 5674 2011
"3819" "Gullspång" 0 5251 2011
"3820" "Gällivare" 1 18326 2011
"3821" "Gävle" 0 95428 2011
"3822" "Göteborg" 23 520374 2011
"3823" "Götene" 0 13134 2011
"3824" "Habo" 0 10828 2011
"3825" "Hagfors" 0 12282 2011
"3826" "Hallsberg" 1 15248 2011
"3827" "Hallstahammar" 0 15224 2011
"3828" "Halmstad" 3 92294 2011
"3829" "Hammarö" 0 14943 2011
"3830" "Haninge" 1 78326 2011
"3831" "Haparanda" 0 10041 2011
"3832" "Heby" 0 13381 2011
"3833" "Hedemora" 0 15119 2011
"3834" "Helsingborg" 12 130626 2011
"3835" "Herrljunga" 0 9284 2011
"3836" "Hjo" 0 8790 2011
"3837" "Hofors" 0 9578 2011
"3838" "Huddinge" 0 99049 2011
"3839" "Hudiksvall" 0 36784 2011
"3840" "Hultsfred" 0 13515 2011
"3841" "Hylte" 0 10126 2011
"3842" "Håbo" 0 19715 2011
"3843" "Hällefors" 0 7140 2011
"3844" "Härjedalen" 0 10341 2011
"3845" "Härnösand" 1 24541 2011
"3846" "Härryda" 0 34854 2011
"3847" "Hässleholm" 1 50164 2011
"3848" "Höganäs" 0 24698 2011
"3849" "Högsby" 0 5768 2011
"3850" "Hörby" 0 14901 2011
"3851" "Höör" 0 15492 2011
"3852" "Jokkmokk" 0 5119 2011
"3853" "Järfälla" 2 67320 2011
"3854" "Jönköping" 2 128305 2011
"3855" "Kalix" 1 16591 2011
"3856" "Kalmar" 0 63055 2011
"3857" "Karlsborg" 0 6722 2011
"3858" "Karlshamn" 0 31185 2011
"3859" "Karlskoga" 0 29616 2011
"3860" "Karlskrona" 0 64215 2011
"3861" "Karlstad" 3 86409 2011
"3862" "Katrineholm" 1 32409 2011
"3863" "Kil" 0 11682 2011
"3864" "Kinda" 0 9799 2011
"3865" "Kiruna" 0 22967 2011
"3866" "Klippan" 0 16601 2011
"3867" "Knivsta" 0 14965 2011
"3868" "Kramfors" 0 18742 2011
"3869" "Kristianstad" 0 79930 2011
"3870" "Kristinehamn" 1 23698 2011
"3871" "Krokom" 0 14559 2011
"3872" "Kumla" 0 20510 2011
"3873" "Kungsbacka" 1 75954 2011
"3874" "Kungsör" 0 8086 2011
"3875" "Kungälv" 0 41538 2011
"3876" "Kävlinge" 0 29261 2011
"3877" "Köping" 1 24807 2011
"3878" "Laholm" 1 23470 2011
"3879" "Landskrona" 3 42189 2011
"3880" "Laxå" 0 5622 2011
"3881" "Lekeberg" 0 7223 2011
"3882" "Leksand" 0 15238 2011
"3883" "Lerum" 2 38788 2011
"3884" "Lessebo" 0 8077 2011
"3885" "Lidingö" 0 44081 2011
"3886" "Lidköping" 1 38183 2011
"3887" "Lilla Edet" 1 12540 2011
"3888" "Lindesberg" 0 23108 2011
"3889" "Linköping" 2 147334 2011
"3890" "Ljungby" 0 27357 2011
"3891" "Ljusdal" 0 18974 2011
"3892" "Ljusnarsberg" 0 4870 2011
"3893" "Lomma" 0 22017 2011
"3894" "Ludvika" 0 25586 2011
"3895" "Luleå" 6 74426 2011
"3896" "Lund" 1 111666 2011
"3897" "Lycksele" 0 12343 2011
"3898" "Lysekil" 0 14398 2011
"3899" "Malmö" 15 302835 2011
"3900" "Malung-Sälen" 0 10262 2011
"3901" "Malå" 0 3230 2011
"3902" "Mariestad" 1 23732 2011
"3903" "Mark" 0 33791 2011
"3904" "Markaryd" 0 9513 2011
"3905" "Mellerud" 1 9068 2011
"3906" "Mjölby" 0 26073 2011
"3907" "Mora" 0 20107 2011
"3908" "Motala" 1 41828 2011
"3909" "Mullsjö" 0 7034 2011
"3910" "Munkedal" 0 10223 2011
"3911" "Munkfors" 0 3702 2011
"3912" "Mölndal" 1 61337 2011
"3913" "Mönsterås" 1 12853 2011
"3914" "Mörbylånga" 1 14138 2011
"3915" "Nacka" 1 91616 2011
"3916" "Nora" 0 10429 2011
"3917" "Norberg" 0 5725 2011
"3918" "Nordanstig" 0 9533 2011
"3919" "Nordmaling" 0 7048 2011
"3920" "Norrköping" 2 130623 2011
"3921" "Norrtälje" 3 56245 2011
"3922" "Norsjö" 0 4237 2011
"3923" "Nybro" 0 19636 2011
"3924" "Nykvarn" 0 9331 2011
"3925" "Nyköping" 1 51896 2011
"3926" "Nynäshamn" 0 26248 2011
"3927" "Nässjö" 2 29367 2011
"3928" "Ockelbo" 0 5907 2011
"3929" "Olofström" 0 12876 2011
"3930" "Orsa" 0 6867 2011
"3931" "Orust" 0 15129 2011
"3932" "Osby" 1 12699 2011
"3933" "Oskarshamn" 0 26166 2011
"3934" "Ovanåker" 1 11404 2011
"3935" "Oxelösund" 1 11250 2011
"3936" "Pajala" 0 6270 2011
"3937" "Partille" 0 35518 2011
"3938" "Perstorp" 1 7159 2011
"3939" "Piteå" 1 40942 2011
"3940" "Ragunda" 0 5501 2011
"3941" "Robertsfors" 0 6762 2011
"3942" "Ronneby" 0 27910 2011
"3943" "Rättvik" 0 10859 2011
"3944" "Sala" 0 21568 2011
"3945" "Salem" 0 15694 2011
"3946" "Sandviken" 0 36995 2011
"3947" "Sigtuna" 1 41329 2011
"3948" "Simrishamn" 0 19147 2011
"3949" "Sjöbo" 0 18143 2011
"3950" "Skara" 0 18220 2011
"3951" "Skellefteå" 2 71580 2011
"3952" "Skinnskatteberg" 0 4412 2011
"3953" "Skurup" 0 14946 2011
"3954" "Skövde" 0 51761 2011
"3955" "Smedjebacken" 0 10662 2011
"3956" "Sollefteå" 0 19964 2011
"3957" "Sollentuna" 1 65891 2011
"3958" "Solna" 0 69946 2011
"3959" "Sorsele" 0 2729 2011
"3960" "Sotenäs" 0 9007 2011
"3961" "Staffanstorp" 0 22296 2011
"3962" "Stenungsund" 0 24601 2011
"3963" "Stockholm" 7 864324 2011
"3964" "Storfors" 0 4218 2011
"3965" "Storuman" 0 6026 2011
"3966" "Strängnäs" 0 32687 2011
"3967" "Strömstad" 1 12010 2011
"3968" "Strömsund" 0 12171 2011
"3969" "Sundbyberg" 0 39539 2011
"3970" "Sundsvall" 2 96113 2011
"3971" "Sunne" 0 13142 2011
"3972" "Surahammar" 0 9871 2011
"3973" "Svalöv" 1 13250 2011
"3974" "Svedala" 0 19805 2011
"3975" "Svenljunga" 0 10282 2011
"3976" "Säffle" 0 15394 2011
"3977" "Säter" 0 10861 2011
"3978" "Sävsjö" 0 10871 2011
"3979" "Söderhamn" 1 25334 2011
"3980" "Söderköping" 0 14043 2011
"3981" "Södertälje" 3 87685 2011
"3982" "Sölvesborg" 0 16793 2011
"3983" "Tanum" 0 12320 2011
"3984" "Tibro" 0 10625 2011
"3985" "Tidaholm" 0 12569 2011
"3986" "Tierp" 0 20077 2011
"3987" "Timrå" 0 18026 2011
"3988" "Tingsryd" 0 12235 2011
"3989" "Tjörn" 0 14959 2011
"3990" "Tomelilla" 1 12930 2011
"3991" "Torsby" 0 12312 2011
"3992" "Torsås" 0 6886 2011
"3993" "Tranemo" 0 11606 2011
"3994" "Tranås" 0 18108 2011
"3995" "Trelleborg" 0 42542 2011
"3996" "Trollhättan" 0 55499 2011
"3997" "Trosa" 0 11493 2011
"3998" "Tyresö" 0 43328 2011
"3999" "Täby" 0 64558 2011
"4000" "Töreboda" 0 9063 2011
"4001" "Uddevalla" 1 52156 2011
"4002" "Ulricehamn" 0 22996 2011
"4003" "Umeå" 0 116465 2011
"4004" "Upplands-Bro" 0 23984 2011
"4005" "Upplands Väsby" 0 40194 2011
"4006" "Uppsala" 3 200001 2011
"4007" "Uppvidinge" 0 9216 2011
"4008" "Vadstena" 0 7317 2011
"4009" "Vaggeryd" 1 13160 2011
"4010" "Valdemarsvik" 0 7662 2011
"4011" "Vallentuna" 1 30715 2011
"4012" "Vansbro" 0 6818 2011
"4013" "Vara" 0 15694 2011
"4014" "Varberg" 0 58576 2011
"4015" "Vaxholm" 0 11141 2011
"4016" "Vellinge" 0 33510 2011
"4017" "Vetlanda" 0 26302 2011
"4018" "Vilhelmina" 0 7048 2011
"4019" "Vimmerby" 1 15397 2011
"4020" "Vindeln" 0 5434 2011
"4021" "Vingåker" 0 8824 2011
"4022" "Vårgårda" 0 10994 2011
"4023" "Vänersborg" 0 36962 2011
"4024" "Vännäs" 0 8465 2011
"4025" "Värmdö" 0 38894 2011
"4026" "Värnamo" 2 32934 2011
"4027" "Västervik" 0 36015 2011
"4028" "Västerås" 2 138709 2011
"4029" "Växjö" 3 83710 2011
"4030" "Ydre" 0 3666 2011
"4031" "Ystad" 1 28427 2011
"4032" "Åmål" 0 12226 2011
"4033" "Ånge" 1 9839 2011
"4034" "Åre" 0 10259 2011
"4035" "Årjäng" 0 9827 2011
"4036" "Åsele" 0 3007 2011
"4037" "Åstorp" 0 14789 2011
"4038" "Åtvidaberg" 0 11517 2011
"4039" "Älmhult" 0 15629 2011
"4040" "Älvdalen" 0 7184 2011
"4041" "Älvkarleby" 0 9089 2011
"4042" "Älvsbyn" 0 8253 2011
"4043" "Ängelholm" 2 39626 2011
"4044" "Öckerö" 0 12487 2011
"4045" "Ödeshög" 0 5245 2011
"4046" "Örebro" 1 137121 2011
"4047" "Örkelljunga" 1 9663 2011
"4048" "Örnsköldsvik" 1 54930 2011
"4049" "Östersund" 0 59373 2011
"4050" "Österåker" 1 39792 2011
"4051" "Östhammar" 2 21387 2011
"4052" "Östra Göinge" 0 13603 2011
"4053" "Överkalix" 0 3549 2011
"4054" "Övertorneå" 0 4810 2011
"4055" "Ale" 0 27842 2012
"4056" "Alingsås" 0 38355 2012
"4057" "Alvesta" 0 19034 2012
"4058" "Aneby" 0 6407 2012
"4059" "Arboga" 0 13353 2012
"4060" "Arjeplog" 0 3054 2012
"4061" "Arvidsjaur" 0 6467 2012
"4062" "Arvika" 0 25829 2012
"4063" "Askersund" 0 11011 2012
"4064" "Avesta" 0 21467 2012
"4065" "Bengtsfors" 0 9588 2012
"4066" "Berg" 0 7215 2012
"4067" "Bjurholm" 0 2421 2012
"4068" "Bjuv" 3 14866 2012
"4069" "Boden" 0 27598 2012
"4070" "Bollebygd" 0 8507 2012
"4071" "Bollnäs" 0 26158 2012
"4072" "Borgholm" 0 10768 2012
"4073" "Borlänge" 1 49482 2012
"4074" "Borås" 3 104867 2012
"4075" "Botkyrka" 2 86274 2012
"4076" "Boxholm" 0 5206 2012
"4077" "Bromölla" 0 12250 2012
"4078" "Bräcke" 0 6655 2012
"4079" "Burlöv" 2 17011 2012
"4080" "Båstad" 0 14263 2012
"4081" "Dals-Ed" 0 4665 2012
"4082" "Danderyd" 0 31960 2012
"4083" "Degerfors" 0 9477 2012
"4084" "Dorotea" 0 2794 2012
"4085" "Eda" 0 8496 2012
"4086" "Ekerö" 0 26160 2012
"4087" "Eksjö" 0 16368 2012
"4088" "Emmaboda" 0 8991 2012
"4089" "Enköping" 1 40349 2012
"4090" "Eskilstuna" 0 98765 2012
"4091" "Eslöv" 0 31744 2012
"4092" "Essunga" 0 5502 2012
"4093" "Fagersta" 0 12634 2012
"4094" "Falkenberg" 2 41423 2012
"4095" "Falköping" 1 31689 2012
"4096" "Falun" 1 56432 2012
"4097" "Filipstad" 0 10549 2012
"4098" "Finspång" 0 20791 2012
"4099" "Flen" 0 16019 2012
"4100" "Forshaga" 0 11311 2012
"4101" "Färgelanda" 0 6549 2012
"4102" "Gagnef" 0 10012 2012
"4103" "Gislaved" 0 28732 2012
"4104" "Gnesta" 0 10442 2012
"4105" "Gnosjö" 0 9354 2012
"4106" "Gotland" 1 57241 2012
"4107" "Grums" 0 8939 2012
"4108" "Grästorp" 0 5639 2012
"4109" "Gullspång" 0 5221 2012
"4110" "Gällivare" 0 18307 2012
"4111" "Gävle" 2 96170 2012
"4112" "Göteborg" 25 526089 2012
"4113" "Götene" 0 13092 2012
"4114" "Habo" 0 10879 2012
"4115" "Hagfors" 0 12170 2012
"4116" "Hallsberg" 0 15283 2012
"4117" "Hallstahammar" 1 15346 2012
"4118" "Halmstad" 2 93231 2012
"4119" "Hammarö" 0 15061 2012
"4120" "Haninge" 0 79430 2012
"4121" "Haparanda" 0 9904 2012
"4122" "Heby" 0 13364 2012
"4123" "Hedemora" 0 15064 2012
"4124" "Helsingborg" 7 132011 2012
"4125" "Herrljunga" 0 9282 2012
"4126" "Hjo" 0 8832 2012
"4127" "Hofors" 0 9521 2012
"4128" "Huddinge" 0 101010 2012
"4129" "Hudiksvall" 0 36821 2012
"4130" "Hultsfred" 0 13550 2012
"4131" "Hylte" 0 10032 2012
"4132" "Håbo" 0 19883 2012
"4133" "Hällefors" 0 6988 2012
"4134" "Härjedalen" 0 10246 2012
"4135" "Härnösand" 1 24398 2012
"4136" "Härryda" 0 35223 2012
"4137" "Hässleholm" 1 50163 2012
"4138" "Höganäs" 0 24863 2012
"4139" "Högsby" 0 5730 2012
"4140" "Hörby" 0 14958 2012
"4141" "Höör" 0 15526 2012
"4142" "Jokkmokk" 0 5086 2012
"4143" "Järfälla" 1 68210 2012
"4144" "Jönköping" 3 129478 2012
"4145" "Kalix" 1 16518 2012
"4146" "Kalmar" 0 63671 2012
"4147" "Karlsborg" 0 6699 2012
"4148" "Karlshamn" 0 31132 2012
"4149" "Karlskoga" 0 29631 2012
"4150" "Karlskrona" 1 63691 2012
"4151" "Karlstad" 0 86929 2012
"4152" "Katrineholm" 0 32549 2012
"4153" "Kil" 0 11782 2012
"4154" "Kinda" 0 9744 2012
"4155" "Kiruna" 0 22972 2012
"4156" "Klippan" 0 16660 2012
"4157" "Knivsta" 0 15279 2012
"4158" "Kramfors" 0 18516 2012
"4159" "Kristianstad" 0 80507 2012
"4160" "Kristinehamn" 1 23729 2012
"4161" "Krokom" 0 14590 2012
"4162" "Kumla" 3 20738 2012
"4163" "Kungsbacka" 2 76786 2012
"4164" "Kungsör" 0 8030 2012
"4165" "Kungälv" 2 41753 2012
"4166" "Kävlinge" 2 29427 2012
"4167" "Köping" 2 24854 2012
"4168" "Laholm" 1 23458 2012
"4169" "Landskrona" 2 42560 2012
"4170" "Laxå" 0 5552 2012
"4171" "Lekeberg" 0 7298 2012
"4172" "Leksand" 0 15146 2012
"4173" "Lerum" 0 39070 2012
"4174" "Lessebo" 0 8012 2012
"4175" "Lidingö" 0 44434 2012
"4176" "Lidköping" 0 38254 2012
"4177" "Lilla Edet" 0 12580 2012
"4178" "Lindesberg" 1 22979 2012
"4179" "Linköping" 5 148521 2012
"4180" "Ljungby" 0 27423 2012
"4181" "Ljusdal" 0 18880 2012
"4182" "Ljusnarsberg" 0 4848 2012
"4183" "Lomma" 0 22298 2012
"4184" "Ludvika" 0 25639 2012
"4185" "Luleå" 1 74905 2012
"4186" "Lund" 3 112950 2012
"4187" "Lycksele" 0 12351 2012
"4188" "Lysekil" 0 14396 2012
"4189" "Malmö" 14 307758 2012
"4190" "Malung-Sälen" 0 10178 2012
"4191" "Malå" 0 3196 2012
"4192" "Mariestad" 0 23739 2012
"4193" "Mark" 0 33763 2012
"4194" "Markaryd" 0 9477 2012
"4195" "Mellerud" 0 8946 2012
"4196" "Mjölby" 1 26195 2012
"4197" "Mora" 0 20082 2012
"4198" "Motala" 1 41867 2012
"4199" "Mullsjö" 0 7070 2012
"4200" "Munkedal" 0 10173 2012
"4201" "Munkfors" 0 3642 2012
"4202" "Mölndal" 1 61659 2012
"4203" "Mönsterås" 0 12799 2012
"4204" "Mörbylånga" 0 14256 2012
"4205" "Nacka" 0 92873 2012
"4206" "Nora" 0 10356 2012
"4207" "Norberg" 0 5630 2012
"4208" "Nordanstig" 0 9533 2012
"4209" "Nordmaling" 0 7039 2012
"4210" "Norrköping" 6 132124 2012
"4211" "Norrtälje" 2 56634 2012
"4212" "Norsjö" 0 4172 2012
"4213" "Nybro" 0 19486 2012
"4214" "Nykvarn" 0 9442 2012
"4215" "Nyköping" 0 52336 2012
"4216" "Nynäshamn" 1 26572 2012
"4217" "Nässjö" 0 29382 2012
"4218" "Ockelbo" 0 5850 2012
"4219" "Olofström" 0 12896 2012
"4220" "Orsa" 0 6835 2012
"4221" "Orust" 0 15083 2012
"4222" "Osby" 0 12637 2012
"4223" "Oskarshamn" 0 26144 2012
"4224" "Ovanåker" 0 11392 2012
"4225" "Oxelösund" 0 11236 2012
"4226" "Pajala" 0 6279 2012
"4227" "Partille" 0 35837 2012
"4228" "Perstorp" 0 7096 2012
"4229" "Piteå" 0 41078 2012
"4230" "Ragunda" 0 5466 2012
"4231" "Robertsfors" 0 6717 2012
